Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / International,Price / International,Compare At Price / International,Included / United States,Price / United States,Compare At Price / United States,Status
"2000–2015-Bombardier-DS650,-Lightning-50,-Rascal-40,-Sierra-90,-Thunder-90,-Yukon,-Traxter-500/500-Max/650/650-Max,-DS50,-DS90,-Quest-500/650/50/650-Max/90,-Vinson-500,-Outlander-330/400/400-Max/650/800/650-Max/800-Max/500/500-Max,-Rally-200,-DS250,-DS-250/50/650/90/450/70,-Renegade-800/500,-DXL-90,-TXL-50/90,-Commander-Max-1000,-Maverick-Max-1000/1000,-Sarasota-1000-Front-Right,-Rear-Left,-Rear-Right","2000–2015 Bombardier DS650, Lightning 50, Rascal 40, Sierra 90, Thunder 90, Yukon, Traxter 500/500 Max/650/650 Max, DS50, DS90, Quest 500/650/50/650 Max/90, Vinson 500, Outlander 330/400/400 Max/650/800/650 Max/800 Max/500/500 Max, Rally 200, DS250, DS 250/50/650/90/450/70, Renegade 800/500, DXL 90, TXL 50/90, Commander Max 1000, Maverick Max 1000/1000, Sarasota 1000 Front Right, Rear Left, Rear Right Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1101,0,shopify,5,deny,manual,19,19,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1101.jpg?v=1666887933,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2004–2015-Yamaha-Rhino-660/450,-Raptor-700-Front-Left,-Rear-Left","2004–2015 Yamaha Rhino 660/450, Raptor 700 Front Left, Rear Left Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1102,0,shopify,5,deny,manual,19,19,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1102.jpg?v=1666887933,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2007–2016-Suzuki-KingQuad-450/400/750/500-Front-Left,-Rear-Left","2007–2016 Suzuki KingQuad 450/400/750/500 Front Left, Rear Left Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1103,0,shopify,5,deny,manual,19,19,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1103.jpg?v=1666887932,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2002–2010-Polaris-Diesel-455,-Magnum-325/500/330,-Scrambler-400/50/500/90,-Sportsman-400/500/700/90/600/800/450,-Trail-Blazer-250/Boss-325/Boss-330/Blazer-330,-Xpedition-325/425,-Xplorer-250/400,-ATP-500-Rear-Left,-Rear-Right","2002–2010 Polaris Diesel 455, Magnum 325/500/330, Scrambler 400/50/500/90, Sportsman 400/500/700/90/600/800/450, Trail Blazer 250/Boss 325/Boss 330/Blazer 330, Xpedition 325/425, Xplorer 250/400, ATP 500 Rear Left, Rear Right Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1104,0,shopify,5,deny,manual,19,19,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1104.jpg?v=1666887932,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"1999–2004-Arctic-Cat-250,-300,-400,-500,-375,-90,-50,-650-Rear-Left,-Rear-Right","1999–2004 Arctic Cat 250, 300, 400, 500, 375, 90, 50, 650 Rear Left, Rear Right Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1105,0,shopify,5,deny,manual,19,19,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1105.jpg?v=1666887932,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2004–2023-Polaris-Ranger-425/500/650/700/400/800/Diesel/900/570/ETX/EV/1000,-RZR-900/800,-Sportsman-500/ACE/ACE-570/570/450,-ACE-900/570/500,-M1400-Front-Left,-Front-Right,-Rear-Left,-Rear-Right","2004–2023 Polaris Ranger 425/500/650/700/400/800/Diesel/900/570/ETX/EV/1000, RZR 900/800, Sportsman 500/ACE/ACE 570/570/450, ACE 900/570/500, M1400 Front Left, Front Right, Rear Left, Rear Right Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1106,0,shopify,5,deny,manual,22,22,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1106.jpg?v=1666887933,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"1996–2017-Arctic-Cat-Bearcat-454,-300,-400,-500,-250,-50,-650,-90,-700,-DVX-50/90/300,-366,-TRV-700/Cruiser-1000/1000/450/550/400/500,-Thundercat-1000,-150,-550,-Mud-Pro-700/Pro-1000/Pro-650,-450,-1000,-350,-425,-Diesel-700,-TBX-700,-XC-450,-XR-500/550/700,-Alterra-400/450/500/550/700/90/1000/300,-VLX-700-Front-Left,-Front-Right,-Rear-Left,-Rear-Right","1996–2017 Arctic Cat Bearcat 454, 300, 400, 500, 250, 50, 650, 90, 700, DVX 50/90/300, 366, TRV 700/Cruiser 1000/1000/450/550/400/500, Thundercat 1000, 150, 550, Mud Pro 700/Pro 1000/Pro 650, 450, 1000, 350, 425, Diesel 700, TBX 700, XC 450, XR 500/550/700, Alterra 400/450/500/550/700/90/1000/300, VLX 700 Front Left, Front Right, Rear Left, Rear Right Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1107,0,shopify,5,deny,manual,19,19,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1107.jpg?v=1666887932,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"1987–2003-Kawasaki-Mojave,-Tecate,-Lakota-KEF300-Front-Left,-Front-Right","1987–2003 Kawasaki Mojave, Tecate, Lakota KEF300 Front Left, Front Right Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1108,0,shopify,5,deny,manual,22,22,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1108.jpg?v=1693318959,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"1987–2014-Suzuki-QuadRacer-250/500/450,-LT250,-Vinson-500,-QuadSport-400,-DVX-400-Rear-Left,-Rear-Right","1987–2014 Suzuki QuadRacer 250/500/450, LT250, Vinson 500, QuadSport 400, DVX 400 Rear Left, Rear Right Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1109,0,shopify,5,deny,manual,19,19,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1109.jpg?v=1666887933,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2008–2015-Yamaha-Raptor-250/700,-Grizzly-700/550-Front-Right","2008–2015 Yamaha Raptor 250/700, Grizzly 700/550 Front Right Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1110,0,shopify,5,deny,manual,22,22,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1110.jpg?v=1666887933,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2009–2015-Yamaha-Grizzly-550/700-Front-Left,-Rear-Left","2009–2015 Yamaha Grizzly 550/700 Front Left, Rear Left Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1111,0,shopify,0,deny,manual,22,22,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1111.jpg?v=1666887932,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2002–2014-Kawasaki-Prairie,-Brute-Force,-KFX450-Front-Left","2002–2014 Kawasaki Prairie, Brute Force, KFX450 Front Left Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1112,0,shopify,5,deny,manual,19,19,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1112.jpg?v=1666887933,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2002–2014-Kawasaki-Prairie,-KFX700,-Brute-Force,-KFX450-Front-Right","2002–2014 Kawasaki Prairie, KFX700, Brute Force, KFX450 Front Right Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1113,0,shopify,5,deny,manual,19,19,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1113.jpg?v=1666887933,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2002–2022-Yamaha-Grizzly-660,-Raptor-660,-CFORCE-800/500/400/600-Rear-Left,-Rear-Right","2002–2022 Yamaha Grizzly 660, Raptor 660, CFORCE 800/500/400/600 Rear Left, Rear Right Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1114,0,shopify,5,deny,manual,22,22,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1114.jpg?v=1666887932,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2008–2023-Polaris-Ranger-Diesel/500/700/800/900/570/EV/1000,-RZR-Turbo-S/900/800/1000/Turbo/RS1/PRO-XP,-Sportsman-ACE/ACE-570,-ACE-900/570,-General-1000-Front-Left,-Front-Right,-Rear-Left,-Rear-Right","2008–2023 Polaris Ranger Diesel/500/700/800/900/570/EV/1000, RZR Turbo S/900/800/1000/Turbo/RS1/PRO XP, Sportsman ACE/ACE 570, ACE 900/570, General 1000 Front Left, Front Right, Rear Left, Rear Right Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1116,0,shopify,5,deny,manual,25,25,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1116.jpg?v=1666887933,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
"2006–2017-Arctic-Cat-DVX-250/300,-300,-Brute-Front-Left,-Front-Right,-Rear-Left,-Rear-Right","2006–2017 Arctic Cat DVX 250/300, 300, Brute Front Left, Front Right, Rear Left, Rear Right Demon Sintered Brake Pads","All Demon brake pads are metallic bronze washed pads contain copper, tin, graphite and other metallic elements with nonferrous filaments.

The high-density built material results in consistent friction across a full range of operating temperatures and reduces brake fade at high temperatures.
Provides instant braking performance in wet or muddy conditions with exceptional stability in all temperatures.

The sintered metal brake pads are proven to last longer than carbon, Kevlar, semi-metallic and other organic brake pads.",Demon Powersports,,Sintered Brake Pads,,TRUE,Title,Default Title,,,,,,,,PATP-1117,0,shopify,5,deny,manual,25,25,TRUE,TRUE,8.40844E+11,https://cdn.shopify.com/s/files/1/0278/8399/5245/files/PATP-1117.jpg?v=1666887934,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,active
